lambda,s_lambda,dlambda_ds
0.10305902951475739,0.25841908369582905,0.5948465964023185
0.1035542771385693,0.2592508122567789,0.5960422254144357
0.1040495247623812,0.26008087725030266,0.5972332917846841
0.1045447723861931,0.2609092916210479,0.59841982342362
0.10504002001000501,0.261736068160687,0.599601847918007
0.10553526763381692,0.26256121951045025,0.6007793925360874
0.10603051525762883,0.2633847581636062,0.6019524842327447
0.10652576288144074,0.2642066964678892,0.6031211496545642
0.10702101050525263,0.2650270466278765,0.6042854151447793
0.10751625812906454,0.2658458207073157,0.6054453067481225
0.10801150575287645,0.2666630306314037,0.6066008502155757
0.10850675337668836,0.26747868818901865,0.6077520710090143
0.10900200100050025,0.2682928050349065,0.6088989943057761
0.10949724862431216,0.26910539269182215,0.6100416450031102
0.10999249624812407,0.2699164625526274,0.6111800477225656
0.11048774387193598,0.270726025882346,0.6123142268142692
0.11098299149574789,0.2715340938201777,0.6134442063611294
0.11147823911955979,0.2723406773814712,0.6145700101829492
0.1119734867433717,0.27314578745965845,0.6156916618404664
0.1124687343671836,0.2739494348281494,0.6168091846393049
0.11296398199099551,0.27475163014218995,0.6179226016338553
0.11345922961480741,0.275552383940683,0.6190319356310713
0.11395447723861932,0.2763517066479736,0.6201372091942048
0.11444972486243123,0.2771496085755991,0.6212384446464563
0.11494497248624314,0.27794609992400543,0.6223356640745615
0.11544022011005503,0.2787411907842297,0.6234288893323047
0.11593546773386694,0.27953489113955093,0.6245181420439703
0.11643071535767885,0.28032721086710816,0.6256034436077232
0.11692596298149076,0.2811181597394881,0.6266848151989307
0.11742121060530267,0.28190774742628266,0.627762277773411
0.11791645822911456,0.2826959834956162,0.6288358520706364
0.11841170585292647,0.28348287741564465,0.6299055586168626
0.11890695347673838,0.2842684385560257,0.6309714177282048
0.11940220110055029,0.2850526761893619,0.6320334495136584
0.11989744872436219,0.2858355994926168,0.6330916738780603
0.1203926963481741,0.28661721754850417,0.634146110525001
0.120887943971986,0.28739753934685225,0.6351967789596747
0.12138319159579791,0.2881765737859422,0.6362436984916819
0.12187843921960982,0.28895432967382223,0.6372868882377856
0.12237368684342172,0.2897308157295977,0.638326367124612
0.12286893446723363,0.2905060405846977,0.639362153891299
0.12336418209104554,0.29128001278411836,0.6403942670921071
0.12385942971485744,0.2920527407876441,0.641422725098974
0.12435467733866934,0.2928242329710464,0.6424475461040313
0.12484992496248125,0.29359449762726175,0.6434687481220691
0.12534517258629316,0.2943635429675476,0.6444863489929639
0.12584042021010505,0.29513137712261844,0.6455003663840562
0.12633566783391695,0.29589800814376194,0.6465108177924971
0.12683091545772887,0.29666344400393446,0.6475177205475408
0.12732616308154077,0.29742769259883794,0.6485210918128075
0.1278214107053527,0.29819076174797804,0.6495209485885015
0.12831665832916458,0.2989526591957033,0.6505173077135953
0.12881190595297648,0.2997133926122266,0.65151018586797
0.1293071535767884,0.300472969594629,0.6524995995745255
0.1298024012006003,0.3012313976678455,0.653485565201248
0.13029764882441222,0.3019886842856353,0.6544680989632526
0.13079289644822412,0.30274483683153375,0.6554472169247766
0.13128814407203604,0.30349986261978945,0.6564229350011509
0.13178339169584793,0.3042537688962845,0.6573952689607385
0.13227863931965983,0.3050065628394399,0.6583642344268287
0.13277388694347175,0.305758251561105,0.6593298468795138
0.13326913456728365,0.3065088421074323,0.6602921216575208
0.13376438219109557,0.307258341459738,0.6612510739600316
0.13425962981490747,0.3080067565353473,0.6622067188484508
0.13475487743871936,0.3087540941884266,0.6631590712481624
0.13525012506253128,0.3095003612108011,0.6641081459502439
0.13574537268634318,0.31024556433275957,0.6650539576131698
0.13624062031015508,0.31098971022384553,0.6659965207644617
0.136735867933967,0.3117328054936356,0.6669358498023438
0.1372311155577789,0.31247485669250485,0.6678719589973386
0.13772636318159082,0.3132158703123805,0.6688048624938641
0.1382216108054027,0.3139558527874822,0.6697345743117893
0.1387168584292146,0.3146948104950516,0.6706611083479698
0.13921210605302653,0.31543274975606933,0.6715844783777588
0.13970735367683842,0.31616967683596064,0.6725046980564985
0.14020260130065035,0.3169055979452904,0.6734217809209745
0.14069784892446224,0.3176405192404459,0.6743357403908673
0.14119309654827414,0.31837444682431004,0.6752465897701607
0.14168834417208606,0.31910738674692296,0.676154342248544
0.14218359179589796,0.3198393450061336,0.6770590109027814
0.14267883941970988,0.3205703275482412,0.67796060869807
0.14317408704352177,0.32130034026862647,0.6788591484893631
0.14366933466733367,0.3220293890123731,0.6797546430226916
0.1441645822911456,0.32275747957487966,0.6806471049364459
0.1446598299149575,0.32348461770246156,0.681536546762655
